metro_area,city_name,zip_code,population,Total_QSRs,customer_satisfaction,residents_per_qsr
MO,St Louis,62024,9910,3,1.6666666666666667,3303.3333333333335
MO,St Louis,62025,34504,22,9.863636363636363,1568.3636363636363
MO,St Louis,62026,NA,0,NA,Inf
MO,St Louis,62028,1213,0,NA,Inf
MO,St Louis,62030,143,0,NA,Inf
MO,St Louis,62031,836,0,NA,Inf
MO,St Louis,62034,13605,8,0.125,1700.625
MO,St Louis,62035,16438,5,1.7,3287.6
MO,St Louis,62037,2066,0,NA,Inf
MO,St Louis,62040,42692,14,1.6785714285714286,3049.4285714285716
MO,St Louis,62046,783,0,NA,Inf
MO,St Louis,62048,1771,0,NA,Inf
MO,St Louis,62052,12464,0,NA,Inf
MO,St Louis,62058,768,0,NA,Inf
MO,St Louis,62059,580,0,NA,Inf
MO,St Louis,62060,4699,0,NA,Inf
MO,St Louis,62061,1761,0,NA,Inf
MO,St Louis,62062,8095,2,0.25,4047.5
MO,St Louis,62063,1154,0,NA,Inf
MO,St Louis,62067,2468,0,NA,Inf
MO,St Louis,62071,NA,0,NA,Inf
MO,St Louis,62074,1298,0,NA,Inf
MO,St Louis,62084,1632,0,NA,Inf
MO,St Louis,62087,2232,0,NA,Inf
MO,St Louis,62090,1216,0,NA,Inf
MO,St Louis,62095,10553,5,-0.2,2110.6
MO,St Louis,62097,2979,0,NA,Inf
MO,St Louis,62201,7862,0,NA,Inf
MO,St Louis,62202,NA,0,NA,Inf
MO,St Louis,62203,7464,0,NA,Inf
MO,St Louis,62204,8416,0,NA,Inf
MO,St Louis,62205,8547,0,NA,Inf
MO,St Louis,62206,15233,8,-0.375,1904.125
MO,St Louis,62207,8473,0,NA,Inf
MO,St Louis,62208,16644,22,23.636363636363637,756.5454545454545
MO,St Louis,62215,1742,0,NA,Inf
MO,St Louis,62216,2807,0,NA,Inf
MO,St Louis,62218,1720,0,NA,Inf
MO,St Louis,62219,955,0,NA,Inf
MO,St Louis,62220,19167,6,-1.8333333333333333,3194.5
MO,St Louis,62221,29031,15,12.2,1935.4
MO,St Louis,62222,NA,0,NA,Inf
MO,St Louis,62223,16665,5,-4.6,3333
MO,St Louis,62225,5239,1,3.5,5239
MO,St Louis,62226,28914,18,-1.6666666666666667,1606.3333333333333
MO,St Louis,62230,6242,0,NA,Inf
MO,St Louis,62231,7397,0,NA,Inf
MO,St Louis,62232,6988,5,-4.5,1397.6
MO,St Louis,62234,32056,21,6.785714285714286,1526.4761904761904
MO,St Louis,62236,13293,6,-0.25,2215.5
MO,St Louis,62239,5083,0,NA,Inf
MO,St Louis,62240,1690,0,NA,Inf
MO,St Louis,62243,5724,0,NA,Inf
MO,St Louis,62244,1035,0,NA,Inf
MO,St Louis,62245,1723,0,NA,Inf
MO,St Louis,62248,351,0,NA,Inf
MO,St Louis,62249,15520,0,NA,Inf
MO,St Louis,62250,509,0,NA,Inf
MO,St Louis,62252,NA,0,NA,Inf
MO,St Louis,62253,574,0,NA,Inf
MO,St Louis,62254,5975,3,11.333333333333334,1991.6666666666667
MO,St Louis,62255,1364,0,NA,Inf
MO,St Louis,62256,NA,0,NA,Inf
MO,St Louis,62257,2666,0,NA,Inf
MO,St Louis,62258,9468,1,0,9468
MO,St Louis,62260,7282,1,-3,7282
MO,St Louis,62264,3613,0,NA,Inf
MO,St Louis,62265,4586,0,NA,Inf
MO,St Louis,62266,173,0,NA,Inf
MO,St Louis,62269,31681,28,14.892857142857142,1131.4642857142858
MO,St Louis,62279,6,0,NA,Inf
MO,St Louis,62281,2842,0,NA,Inf
MO,St Louis,62282,435,0,NA,Inf
MO,St Louis,62285,4392,0,NA,Inf
MO,St Louis,62289,378,0,NA,Inf
MO,St Louis,62293,4581,0,NA,Inf
MO,St Louis,62294,14089,10,6.6,1408.9
MO,St Louis,62295,1460,0,NA,Inf
MO,St Louis,62298,16983,4,2.375,4245.75
MO,St Louis,63001,NA,0,NA,Inf
MO,St Louis,63005,17822,0,NA,Inf
MO,St Louis,63006,NA,0,NA,Inf
MO,St Louis,63010,35988,29,10.89655172413793,1240.9655172413793
MO,St Louis,63011,37765,16,21.40625,2360.3125
MO,St Louis,63012,10599,0,NA,Inf
MO,St Louis,63013,1718,0,NA,Inf
MO,St Louis,63014,827,0,NA,Inf
MO,St Louis,63015,2332,0,NA,Inf
MO,St Louis,63016,7535,0,NA,Inf
MO,St Louis,63017,41579,9,16,4619.888888888889
MO,St Louis,63019,4414,0,NA,Inf
MO,St Louis,63020,20133,0,NA,Inf
MO,St Louis,63021,56360,7,11.071428571428571,8051.428571428572
MO,St Louis,63022,NA,0,NA,Inf
MO,St Louis,63023,6007,0,NA,Inf
MO,St Louis,63024,NA,0,NA,Inf
MO,St Louis,63025,14041,0,NA,Inf
MO,St Louis,63026,44534,27,11.444444444444445,1649.4074074074074
MO,St Louis,63028,26259,0,NA,Inf
MO,St Louis,63030,223,0,NA,Inf
MO,St Louis,63031,47672,24,10.354166666666666,1986.3333333333333
MO,St Louis,63032,NA,0,NA,Inf
MO,St Louis,63033,43740,25,3.62,1749.6
MO,St Louis,63034,17941,0,NA,Inf
MO,St Louis,63037,3238,0,NA,Inf
MO,St Louis,63038,7260,0,NA,Inf
MO,St Louis,63039,661,0,NA,Inf
MO,St Louis,63040,8119,0,NA,Inf
MO,St Louis,63041,629,0,NA,Inf
MO,St Louis,63042,19748,11,4.681818181818182,1795.2727272727273
MO,St Louis,63043,22496,16,11.125,1406
MO,St Louis,63044,10613,19,7.394736842105263,558.578947368421
MO,St Louis,63045,NA,0,NA,Inf
MO,St Louis,63047,64,0,NA,Inf
MO,St Louis,63048,3812,0,NA,Inf
MO,St Louis,63049,16603,6,5.333333333333333,2767.1666666666665
MO,St Louis,63050,16451,0,NA,Inf
MO,St Louis,63051,14306,0,NA,Inf
MO,St Louis,63052,26609,4,3.625,6652.25
MO,St Louis,63053,64,0,NA,Inf
MO,St Louis,63055,3039,0,NA,Inf
MO,St Louis,63056,2027,0,NA,Inf
MO,St Louis,63057,65,0,NA,Inf
MO,St Louis,63060,2118,0,NA,Inf
MO,St Louis,63061,176,0,NA,Inf
MO,St Louis,63065,NA,0,NA,Inf
MO,St Louis,63066,NA,0,NA,Inf
MO,St Louis,63068,5148,0,NA,Inf
MO,St Louis,63069,15959,0,NA,Inf
MO,St Louis,63070,7761,0,NA,Inf
MO,St Louis,63072,2839,0,NA,Inf
MO,St Louis,63073,919,0,NA,Inf
MO,St Louis,63074,14961,11,1.8636363636363635,1360.090909090909
MO,St Louis,63077,10989,0,NA,Inf
MO,St Louis,63079,21,0,NA,Inf
MO,St Louis,63080,13220,0,NA,Inf
MO,St Louis,63084,18669,0,NA,Inf
MO,St Louis,63088,8342,8,-0.1875,1042.75
MO,St Louis,63089,5700,0,NA,Inf
MO,St Louis,63090,21627,0,NA,Inf
MO,St Louis,63099,NA,0,NA,Inf
MO,St Louis,63101,3348,8,7.625,418.5
MO,St Louis,63102,2221,4,15.5,555.25
MO,St Louis,63103,7964,6,17,1327.3333333333333
MO,St Louis,63104,19693,11,-0.13636363636363635,1790.2727272727273
MO,St Louis,63105,18064,7,32.857142857142854,2580.5714285714284
MO,St Louis,63106,11474,2,-11.25,5737
MO,St Louis,63107,10238,3,-1.1666666666666667,3412.6666666666665
MO,St Louis,63108,21279,24,4.9375,886.625
MO,St Louis,63109,26858,16,20.09375,1678.625
MO,St Louis,63110,17898,6,9.583333333333334,2983
MO,St Louis,63111,21334,8,-1,2666.75
MO,St Louis,63112,19443,1,7,19443
MO,St Louis,63113,11184,1,-13,11184
MO,St Louis,63114,35702,12,0.08333333333333333,2975.1666666666665
MO,St Louis,63115,18799,3,-1,6266.333333333333
MO,St Louis,63116,44984,9,4.222222222222222,4998.222222222223
MO,St Louis,63117,8985,17,24.205882352941178,528.5294117647059
MO,St Louis,63118,28089,8,4.0625,3511.125
MO,St Louis,63119,33991,21,3.9285714285714284,1618.6190476190477
MO,St Louis,63120,8877,0,NA,Inf
MO,St Louis,63121,24713,6,-7,4118.833333333333
MO,St Louis,63122,38941,20,24.225,1947.05
MO,St Louis,63123,50790,20,2.075,2539.5
MO,St Louis,63124,10661,0,NA,Inf
MO,St Louis,63125,32588,17,4.176470588235294,1916.9411764705883
MO,St Louis,63126,15000,4,17.125,3750
MO,St Louis,63127,5009,8,30.1875,626.125
MO,St Louis,63128,30298,14,12.678571428571429,2164.1428571428573
MO,St Louis,63129,53984,23,3.6956521739130435,2347.1304347826085
MO,St Louis,63130,29423,14,15.214285714285714,2101.6428571428573
MO,St Louis,63131,17458,19,35.55263157894737,918.8421052631579
MO,St Louis,63132,13604,15,4.633333333333334,906.9333333333333
MO,St Louis,63133,7299,1,-27,7299
MO,St Louis,63134,13783,8,2.8125,1722.875
MO,St Louis,63135,20980,5,0.2,4196
MO,St Louis,63136,45653,17,-1.3235294117647058,2685.470588235294
MO,St Louis,63137,19980,3,2.3333333333333335,6660
MO,St Louis,63138,19301,3,-3,6433.666666666667
MO,St Louis,63139,21711,13,-6.769230769230769,1670.076923076923
MO,St Louis,63140,272,0,NA,Inf
MO,St Louis,63141,20229,18,30.22222222222222,1123.8333333333333
MO,St Louis,63143,9659,12,18.541666666666668,804.9166666666666
MO,St Louis,63144,8776,11,30.59090909090909,797.8181818181819
MO,St Louis,63145,NA,0,NA,Inf
MO,St Louis,63146,29897,5,20.2,5979.4
MO,St Louis,63147,10257,1,-9,10257
MO,St Louis,63150,NA,0,NA,Inf
MO,St Louis,63151,NA,0,NA,Inf
MO,St Louis,63155,NA,0,NA,Inf
MO,St Louis,63156,NA,0,NA,Inf
MO,St Louis,63157,NA,0,NA,Inf
MO,St Louis,63158,NA,0,NA,Inf
MO,St Louis,63160,NA,0,NA,Inf
MO,St Louis,63163,NA,0,NA,Inf
MO,St Louis,63164,NA,0,NA,Inf
MO,St Louis,63166,NA,0,NA,Inf
MO,St Louis,63167,NA,0,NA,Inf
MO,St Louis,63169,NA,0,NA,Inf
MO,St Louis,63171,NA,0,NA,Inf
MO,St Louis,63177,NA,0,NA,Inf
MO,St Louis,63178,NA,0,NA,Inf
MO,St Louis,63179,NA,0,NA,Inf
MO,St Louis,63180,NA,0,NA,Inf
MO,St Louis,63182,NA,0,NA,Inf
MO,St Louis,63188,NA,0,NA,Inf
MO,St Louis,63190,NA,0,NA,Inf
MO,St Louis,63195,NA,0,NA,Inf
MO,St Louis,63197,NA,0,NA,Inf
MO,St Louis,63198,NA,0,NA,Inf
MO,St Louis,63199,NA,0,NA,Inf
MO,St Louis,63301,50613,22,3.75,2300.590909090909
MO,St Louis,63302,NA,0,NA,Inf
MO,St Louis,63303,47669,14,13.464285714285714,3404.9285714285716
MO,St Louis,63304,40937,0,NA,Inf
MO,St Louis,63332,1274,0,NA,Inf
MO,St Louis,63338,NA,0,NA,Inf
MO,St Louis,63341,3631,0,NA,Inf
MO,St Louis,63342,NA,0,NA,Inf
MO,St Louis,63343,4573,0,NA,Inf
MO,St Louis,63346,NA,0,NA,Inf
MO,St Louis,63347,2966,0,NA,Inf
MO,St Louis,63348,6228,0,NA,Inf
MO,St Louis,63349,2038,0,NA,Inf
MO,St Louis,63357,5181,0,NA,Inf
MO,St Louis,63362,7187,0,NA,Inf
MO,St Louis,63365,NA,0,NA,Inf
MO,St Louis,63366,49077,0,NA,Inf
MO,St Louis,63367,23625,0,NA,Inf
MO,St Louis,63368,45640,0,NA,Inf
MO,St Louis,63369,1930,0,NA,Inf
MO,St Louis,63370,6,0,NA,Inf
MO,St Louis,63373,521,0,NA,Inf
MO,St Louis,63376,74623,0,NA,Inf
MO,St Louis,63377,2752,0,NA,Inf
MO,St Louis,63378,NA,0,NA,Inf
MO,St Louis,63379,24878,0,NA,Inf
MO,St Louis,63381,668,0,NA,Inf
MO,St Louis,63383,16257,0,NA,Inf
MO,St Louis,63385,42019,0,NA,Inf
MO,St Louis,63386,408,0,NA,Inf
MO,St Louis,63387,53,0,NA,Inf
MO,St Louis,63389,6599,0,NA,Inf
MO,St Louis,63390,11068,0,NA,Inf
MO,St Louis,63627,3389,0,NA,Inf
FL,Tampa,33503,96,0,NA,Inf
FL,Tampa,33508,NA,0,NA,Inf
FL,Tampa,33509,NA,0,NA,Inf
FL,Tampa,33510,27899,1,28.5,27899
FL,Tampa,33511,58401,57,18.912280701754387,1024.578947368421
FL,Tampa,33523,17489,0,NA,Inf
FL,Tampa,33524,NA,0,NA,Inf
FL,Tampa,33525,19867,0,NA,Inf
FL,Tampa,33526,NA,0,NA,Inf
FL,Tampa,33527,15129,2,1.25,7564.5
FL,Tampa,33530,NA,0,NA,Inf
FL,Tampa,33534,16570,3,10.333333333333334,5523.333333333333
FL,Tampa,33537,NA,0,NA,Inf
FL,Tampa,33539,NA,0,NA,Inf
FL,Tampa,33540,8515,0,NA,Inf
FL,Tampa,33541,19625,3,-4,6541.666666666667
FL,Tampa,33542,20387,4,4.125,5096.75
FL,Tampa,33543,25521,15,13.333333333333334,1701.4
FL,Tampa,33544,25720,14,19.357142857142858,1837.142857142857
FL,Tampa,33545,17601,4,6.75,4400.25
FL,Tampa,33547,24707,9,5.333333333333333,2745.222222222222
FL,Tampa,33548,6670,7,7.714285714285714,952.8571428571429
FL,Tampa,33549,16931,11,6.636363636363637,1539.1818181818182
FL,Tampa,33550,NA,0,NA,Inf
FL,Tampa,33556,22535,13,17.076923076923077,1733.4615384615386
FL,Tampa,33558,22113,7,2.642857142857143,3159
FL,Tampa,33559,17480,13,23.384615384615383,1344.6153846153845
FL,Tampa,33563,27552,18,2.138888888888889,1530.6666666666667
FL,Tampa,33564,NA,0,NA,Inf
FL,Tampa,33565,17511,0,NA,Inf
FL,Tampa,33566,20144,12,8.583333333333334,1678.6666666666667
FL,Tampa,33567,12504,1,0,12504
FL,Tampa,33568,NA,0,NA,Inf
FL,Tampa,33569,26170,18,7.555555555555555,1453.888888888889
FL,Tampa,33570,26436,6,12.166666666666666,4406
FL,Tampa,33571,NA,0,NA,Inf
FL,Tampa,33572,17716,7,8.571428571428571,2530.8571428571427
FL,Tampa,33573,21334,9,-2.611111111111111,2370.4444444444443
FL,Tampa,33574,NA,0,NA,Inf
FL,Tampa,33575,NA,0,NA,Inf
FL,Tampa,33576,4284,1,0,4284
FL,Tampa,33578,47735,32,15.65625,1491.71875
FL,Tampa,33579,32166,7,0.9285714285714286,4595.142857142857
FL,Tampa,33583,NA,0,NA,Inf
FL,Tampa,33584,25905,17,-2.5,1523.8235294117646
FL,Tampa,33586,NA,0,NA,Inf
FL,Tampa,33587,NA,0,NA,Inf
FL,Tampa,33592,10463,1,10,10463
FL,Tampa,33593,NA,0,NA,Inf
FL,Tampa,33594,35437,12,14.583333333333334,2953.0833333333335
FL,Tampa,33595,NA,0,NA,Inf
FL,Tampa,33596,29788,8,19.25,3723.5
FL,Tampa,33598,16072,0,NA,Inf
FL,Tampa,33601,NA,0,NA,Inf
FL,Tampa,33602,13929,11,15.681818181818182,1266.2727272727273
FL,Tampa,33603,20386,3,-3,6795.333333333333
FL,Tampa,33604,38088,13,12.192307692307692,2929.846153846154
FL,Tampa,33605,17801,6,3.5,2966.8333333333335
FL,Tampa,33606,18926,17,22.264705882352942,1113.2941176470588
FL,Tampa,33607,24371,43,19.558139534883722,566.7674418604652
FL,Tampa,33608,NA,0,NA,Inf
FL,Tampa,33609,18573,19,38.18421052631579,977.5263157894736
FL,Tampa,33610,43494,15,3.7666666666666666,2899.6
FL,Tampa,33611,32192,22,21.772727272727273,1463.2727272727273
FL,Tampa,33612,47083,47,20.48936170212766,1001.7659574468086
FL,Tampa,33613,34500,14,23.571428571428573,2464.285714285714
FL,Tampa,33614,47751,17,4.882352941176471,2808.8823529411766
FL,Tampa,33615,46195,20,16.375,2309.75
FL,Tampa,33616,15334,0,NA,Inf
FL,Tampa,33617,46295,23,17.434782608695652,2012.8260869565217
FL,Tampa,33618,26654,24,46.104166666666664,1110.5833333333333
FL,Tampa,33619,38193,14,4.214285714285714,2728.0714285714284
FL,Tampa,33620,5359,2,9.75,2679.5
FL,Tampa,33621,2369,1,13.5,2369
FL,Tampa,33622,NA,0,NA,Inf
FL,Tampa,33623,NA,0,NA,Inf
FL,Tampa,33624,38139,8,4.0625,4767.375
FL,Tampa,33625,25981,20,12.95,1299.05
FL,Tampa,33626,29471,13,28.76923076923077,2267
FL,Tampa,33629,25591,10,17.5,2559.1
FL,Tampa,33630,NA,0,NA,Inf
FL,Tampa,33631,NA,0,NA,Inf
FL,Tampa,33633,NA,0,NA,Inf
FL,Tampa,33634,20955,11,28.545454545454547,1905
FL,Tampa,33635,18068,6,9.916666666666666,3011.3333333333335
FL,Tampa,33637,16732,4,22.75,4183
FL,Tampa,33646,NA,0,NA,Inf
FL,Tampa,33647,66380,28,20.285714285714285,2370.714285714286
FL,Tampa,33650,NA,0,NA,Inf
FL,Tampa,33655,NA,0,NA,Inf
FL,Tampa,33660,NA,0,NA,Inf
FL,Tampa,33661,NA,0,NA,Inf
FL,Tampa,33662,NA,0,NA,Inf
FL,Tampa,33663,NA,0,NA,Inf
FL,Tampa,33664,NA,0,NA,Inf
FL,Tampa,33672,NA,0,NA,Inf
FL,Tampa,33673,NA,0,NA,Inf
FL,Tampa,33674,NA,0,NA,Inf
FL,Tampa,33675,NA,0,NA,Inf
FL,Tampa,33677,NA,0,NA,Inf
FL,Tampa,33679,NA,0,NA,Inf
FL,Tampa,33680,NA,0,NA,Inf
FL,Tampa,33681,NA,0,NA,Inf
FL,Tampa,33682,NA,0,NA,Inf
FL,Tampa,33684,NA,0,NA,Inf
FL,Tampa,33685,NA,0,NA,Inf
FL,Tampa,33686,NA,0,NA,Inf
FL,Tampa,33687,NA,0,NA,Inf
FL,Tampa,33688,NA,0,NA,Inf
FL,Tampa,33689,NA,0,NA,Inf
FL,Tampa,33690,NA,0,NA,Inf
FL,Tampa,33694,NA,0,NA,Inf
FL,Tampa,33701,15545,15,20.133333333333333,1036.3333333333333
FL,Tampa,33702,30605,17,15.470588235294118,1800.2941176470588
FL,Tampa,33703,24784,7,29.928571428571427,3540.5714285714284
FL,Tampa,33704,16293,9,9.222222222222221,1810.3333333333333
FL,Tampa,33705,27171,1,-6.5,27171
FL,Tampa,33706,16195,5,36.1,3239
FL,Tampa,33707,24734,8,-0.8125,3091.75
FL,Tampa,33708,15948,5,8.6,3189.6
FL,Tampa,33709,26285,11,10.909090909090908,2389.5454545454545
FL,Tampa,33710,34043,19,18.18421052631579,1791.7368421052631
FL,Tampa,33711,19457,15,-4.1,1297.1333333333334
FL,Tampa,33712,25072,1,-5,25072
FL,Tampa,33713,32177,17,1.4705882352941178,1892.764705882353
FL,Tampa,33714,20179,0,NA,Inf
FL,Tampa,33715,7282,0,NA,Inf
FL,Tampa,33716,18028,3,29,6009.333333333333
FL,Tampa,33729,NA,0,NA,Inf
FL,Tampa,33730,NA,0,NA,Inf
FL,Tampa,33731,NA,0,NA,Inf
FL,Tampa,33732,NA,0,NA,Inf
FL,Tampa,33733,NA,0,NA,Inf
FL,Tampa,33734,NA,0,NA,Inf
FL,Tampa,33736,NA,0,NA,Inf
FL,Tampa,33737,NA,0,NA,Inf
FL,Tampa,33738,NA,0,NA,Inf
FL,Tampa,33740,NA,0,NA,Inf
FL,Tampa,33741,NA,0,NA,Inf
FL,Tampa,33742,NA,0,NA,Inf
FL,Tampa,33743,NA,0,NA,Inf
FL,Tampa,33744,167,0,NA,Inf
FL,Tampa,33747,NA,0,NA,Inf
FL,Tampa,33755,24948,8,7,3118.5
FL,Tampa,33756,32992,11,10,2999.2727272727275
FL,Tampa,33757,NA,0,NA,Inf
FL,Tampa,33758,NA,0,NA,Inf
FL,Tampa,33759,18060,16,20.375,1128.75
FL,Tampa,33760,17160,4,15.375,4290
FL,Tampa,33761,20057,16,19.15625,1253.5625
FL,Tampa,33762,7666,14,25.035714285714285,547.5714285714286
FL,Tampa,33763,19153,3,48.166666666666664,6384.333333333333
FL,Tampa,33764,26039,13,17.307692307692307,2003
FL,Tampa,33765,14108,22,19.045454545454547,641.2727272727273
FL,Tampa,33766,NA,0,NA,Inf
FL,Tampa,33767,7895,8,6.9375,986.875
FL,Tampa,33769,NA,0,NA,Inf
FL,Tampa,33770,25742,9,3.4444444444444446,2860.222222222222
FL,Tampa,33771,29505,28,14.678571428571429,1053.75
FL,Tampa,33772,22317,19,17.42105263157895,1174.578947368421
FL,Tampa,33773,18163,6,8.583333333333334,3027.1666666666665
FL,Tampa,33774,18860,12,5.791666666666667,1571.6666666666667
FL,Tampa,33775,NA,0,NA,Inf
FL,Tampa,33776,12657,1,2.5,12657
FL,Tampa,33777,16997,6,10.5,2832.8333333333335
FL,Tampa,33778,14869,5,5,2973.8
FL,Tampa,33779,NA,0,NA,Inf
FL,Tampa,33780,NA,0,NA,Inf
FL,Tampa,33781,25346,31,20.080645161290324,817.6129032258065
FL,Tampa,33782,22811,2,1.25,11405.5
FL,Tampa,33784,NA,0,NA,Inf
FL,Tampa,33785,5546,0,NA,Inf
FL,Tampa,33786,1648,0,NA,Inf
FL,Tampa,34601,21946,0,NA,Inf
FL,Tampa,34602,6719,0,NA,Inf
FL,Tampa,34603,NA,0,NA,Inf
FL,Tampa,34604,10808,0,NA,Inf
FL,Tampa,34605,NA,0,NA,Inf
FL,Tampa,34606,26028,16,4.25,1626.75
FL,Tampa,34607,8562,2,27.75,4281
FL,Tampa,34608,33685,4,0.375,8421.25
FL,Tampa,34609,40234,12,7.208333333333333,3352.8333333333335
FL,Tampa,34610,13782,0,NA,Inf
FL,Tampa,34611,NA,0,NA,Inf
FL,Tampa,34613,17460,0,NA,Inf
FL,Tampa,34614,7520,0,NA,Inf
FL,Tampa,34636,NA,0,NA,Inf
FL,Tampa,34637,8205,0,NA,Inf
FL,Tampa,34638,25452,7,2.142857142857143,3636
FL,Tampa,34639,27583,10,6.05,2758.3
FL,Tampa,34652,23339,8,3.1875,2917.375
FL,Tampa,34653,35079,11,2.090909090909091,3189
FL,Tampa,34654,23180,14,9,1655.7142857142858
FL,Tampa,34655,39222,14,23.392857142857142,2801.5714285714284
FL,Tampa,34656,NA,0,NA,Inf
FL,Tampa,34660,NA,0,NA,Inf
FL,Tampa,34661,180,0,NA,Inf
FL,Tampa,34667,33930,7,8.714285714285714,4847.142857142857
FL,Tampa,34668,45482,20,14.4,2274.1
FL,Tampa,34669,12252,7,10.857142857142858,1750.2857142857142
FL,Tampa,34673,NA,0,NA,Inf
FL,Tampa,34674,NA,0,NA,Inf
FL,Tampa,34677,21858,14,21.178571428571427,1561.2857142857142
FL,Tampa,34679,64,0,NA,Inf
FL,Tampa,34680,NA,0,NA,Inf
FL,Tampa,34681,834,0,NA,Inf
FL,Tampa,34682,NA,0,NA,Inf
FL,Tampa,34683,32672,0,NA,Inf
FL,Tampa,34684,28910,17,12.294117647058824,1700.5882352941176
FL,Tampa,34685,19210,11,22.09090909090909,1746.3636363636363
FL,Tampa,34688,6429,0,NA,Inf
FL,Tampa,34689,27398,19,12.657894736842104,1442
FL,Tampa,34690,12013,0,NA,Inf
FL,Tampa,34691,20164,8,2.75,2520.5
FL,Tampa,34692,NA,0,NA,Inf
FL,Tampa,34695,17797,2,39,8898.5
FL,Tampa,34697,NA,0,NA,Inf
FL,Tampa,34698,38230,19,11.631578947368421,2012.1052631578948
ID,Boise,83605,44416,0,NA,Inf
ID,Boise,83606,NA,0,NA,Inf
ID,Boise,83607,23845,0,NA,Inf
ID,Boise,83616,27141,11,3.5454545454545454,2467.3636363636365
ID,Boise,83626,1684,0,NA,Inf
ID,Boise,83630,NA,0,NA,Inf
ID,Boise,83634,27846,2,10.25,13923
ID,Boise,83641,3397,0,NA,Inf
ID,Boise,83642,41893,42,8.023809523809524,997.452380952381
ID,Boise,83644,11191,0,NA,Inf
ID,Boise,83646,58684,21,41.88095238095238,2794.4761904761904
ID,Boise,83651,33513,0,NA,Inf
ID,Boise,83652,NA,0,NA,Inf
ID,Boise,83653,NA,0,NA,Inf
ID,Boise,83656,631,0,NA,Inf
ID,Boise,83660,6566,0,NA,Inf
ID,Boise,83669,9856,0,NA,Inf
ID,Boise,83676,4511,0,NA,Inf
ID,Boise,83680,NA,0,NA,Inf
ID,Boise,83686,47041,0,NA,Inf
ID,Boise,83687,32449,0,NA,Inf
ID,Boise,83701,NA,0,NA,Inf
ID,Boise,83702,22722,14,21.892857142857142,1623
ID,Boise,83703,16120,7,2.642857142857143,2302.8571428571427
ID,Boise,83704,40793,25,17.16,1631.72
ID,Boise,83705,27423,16,5.9375,1713.9375
ID,Boise,83706,32701,19,8.236842105263158,1721.1052631578948
ID,Boise,83707,NA,0,NA,Inf
ID,Boise,83708,NA,0,NA,Inf
ID,Boise,83709,55708,24,16.145833333333332,2321.1666666666665
ID,Boise,83711,NA,0,NA,Inf
ID,Boise,83712,8638,0,NA,Inf
ID,Boise,83713,30258,13,8.346153846153847,2327.5384615384614
ID,Boise,83714,20916,16,10.09375,1307.25
ID,Boise,83715,NA,0,NA,Inf
ID,Boise,83716,17398,4,8.875,4349.5
ID,Boise,83717,NA,0,NA,Inf
ID,Boise,83719,NA,0,NA,Inf
ID,Boise,83720,NA,0,NA,Inf
ID,Boise,83722,NA,0,NA,Inf
ID,Boise,83724,NA,0,NA,Inf
ID,Boise,83725,NA,0,NA,Inf
ID,Boise,83726,NA,0,NA,Inf
ID,Boise,83728,NA,0,NA,Inf
ID,Boise,83729,NA,0,NA,Inf
ID,Boise,83731,NA,0,NA,Inf
ID,Boise,83732,NA,0,NA,Inf
ID,Boise,83735,NA,0,NA,Inf
ID,Boise,83756,NA,0,NA,Inf
ID,Boise,83799,NA,0,NA,Inf
CA,Santa Barbara,93463,8011,0,NA,Inf
CA,Santa Barbara,93427,5757,0,NA,Inf
CA,Santa Barbara,93013,16735,9,14.88888888888889,1859.4444444444443
CA,Santa Barbara,93014,NA,0,NA,Inf
CA,Santa Barbara,93429,147,0,NA,Inf
CA,Santa Barbara,93254,626,0,NA,Inf
CA,Santa Barbara,93454,40333,0,NA,Inf
CA,Santa Barbara,93117,57913,24,29.520833333333332,2413.0416666666665
CA,Santa Barbara,93110,16838,1,39,16838
CA,Santa Barbara,93111,18334,4,117.625,4583.5
CA,Santa Barbara,93116,NA,0,NA,Inf
CA,Santa Barbara,93118,NA,0,NA,Inf
CA,Santa Barbara,93160,NA,0,NA,Inf
CA,Santa Barbara,93199,NA,0,NA,Inf
CA,Santa Barbara,93434,7313,0,NA,Inf
CA,Santa Barbara,93436,56606,0,NA,Inf
CA,Santa Barbara,93437,3450,0,NA,Inf
CA,Santa Barbara,93438,NA,0,NA,Inf
CA,Santa Barbara,93440,1601,0,NA,Inf
CA,Santa Barbara,93441,996,0,NA,Inf
CA,Santa Barbara,93108,11178,1,127.5,11178
CA,Santa Barbara,93150,NA,0,NA,Inf
CA,Santa Barbara,93455,44490,0,NA,Inf
CA,Santa Barbara,93457,NA,0,NA,Inf
CA,Santa Barbara,93101,32101,13,35.03846153846154,2469.3076923076924
CA,Santa Barbara,93102,NA,0,NA,Inf
CA,Santa Barbara,93103,20698,8,6.5,2587.25
CA,Santa Barbara,93105,26177,15,58.8,1745.1333333333334
CA,Santa Barbara,93106,NA,0,NA,Inf
CA,Santa Barbara,93107,NA,0,NA,Inf
CA,Santa Barbara,93109,12066,5,20,2413.2
CA,Santa Barbara,93120,NA,0,NA,Inf
CA,Santa Barbara,93121,NA,0,NA,Inf
CA,Santa Barbara,93130,NA,0,NA,Inf
CA,Santa Barbara,93140,NA,0,NA,Inf
CA,Santa Barbara,93190,NA,0,NA,Inf
CA,Santa Barbara,93456,NA,0,NA,Inf
CA,Santa Barbara,93458,56702,0,NA,Inf
CA,Santa Barbara,93460,4886,0,NA,Inf
